,house_price_amsterdam,rental_agency_amsterdam,postcode_amsterdam,bedrooms_amsterdam,surface_amsterdam
1491,1800.0,G&D&Y Housing,1013EL,3,65
1492,1850.0,Alcoco.nl,1068GV,4,100
1493,2250.0,Expats. Amsterdam Rentals ,1078TD,4,105
1494,2875.0,Engel en Volkers Amsterdam Centrum,1016BE,3,112
1495,2150.0,Match&Rent,1053RE,3,120
1496,1700.0,Match&Rent,1095ME,3,82
1497,1650.0,Makelaarshuis Amsterdam - Zaanstad,1087KN,3,83
1498,1675.0,Makelaarshuis Amsterdam - Zaanstad,1058AM,3,54
1499,3250.0,27 Huis Makelaars,1053LR,4,145
1500,1650.0,Valerius Rentals,1076CS,2,50
1501,2200.0,Smit & Heinen Makelaars en Taxateurs,1087KH,5,159
1502,1500.0,Amsterdam Housing,1016NL,2,40
1503,1850.0,Amsterdam Housing,1017AX,2,100
1504,1350.0,Hevesta Bemiddeling,1055MR,1,37
1505,1250.0,Hevesta Bemiddeling,1055MR,1,35
1506,1750.0,Interhouse verhuurmakelaars Amsterdam,1058KH,3,75
1507,1900.0,Interhouse verhuurmakelaars Amsterdam,1015JE,3,77
1508,1750.0,Interhouse verhuurmakelaars Amsterdam,1095ME,3,89
1509,2200.0,Interhouse verhuurmakelaars Amsterdam,1072VX,3,90
1510,1825.0,BrinkBorgh Makelaardij,1071XA,3,67
1511,5300.0,Broersma Makelaardij,1017BP,3,121
1512,12000.0,Broersma Makelaardij,1013GX,5,252
1513,1025.0,A1 Executive Estate,1065LH,2,35
1514,1500.0,Grand Relocation,1051ME,2,55
1515,1575.0,Grand Relocation,1062HS,3,74
1516,1600.0,Huizen En Zo,1011CK,2,52
1517,2000.0,Your Home Makelaardij,1015GB,2,65
1518,1700.0,Your Home Makelaardij,1015KV,3,75
1519,1850.0,Compass Housing Amsterdam,1017AX,2,95
1520,1750.0,Compass Housing Amsterdam,1087JG,4,102
1521,1550.0,CITYHOP Real Estate,1081AD,3,50
1522,2350.0,First Class Housing,1071JH,3,60
1523,1950.0,Keizerskroon makelaars,1011KW,2,72
1524,1750.0,Aemestelle Makelaars,1077JC,2,75
1525,1900.0,Amstel Housing Amsterdam,1083JR,4,105
1526,1350.0,ViaDaan,1072EG,2,35
1527,1750.0,ViaDaan,1083JR,3,100
1528,2000.0,Keizerskroon makelaars,1075CB,3,80
1529,1500.0,Renthouse Vastgoed,1058XP,3,56
1530,1950.0,Michiel Stolker Real Estate,1079KA,3,70
1531,1850.0,Van Huis Uit Makelaars,1012JE,2,49
1532,2200.0,Van Huis Uit Makelaars,1012JH,3,75
1533,1650.0,City Homes,1058HM,2,75
1534,2100.0,City Homes,1068PH,4,135
1535,1850.0,De Graaf & Groot Makelaars,1015VE,3,61
1536,1350.0,Hevesta Bemiddeling,1055MR,1,37
1537,2750.0,Out Amsterdam,1078JP,4,129
1538,1350.0,De Graaf & Groot Makelaars,1016AS,2,52
1539,2650.0,Voogd Makelaardij,1081AX,5,130
1540,1650.0,Regent Makelaars,1056BB,3,60
1541,2950.0,Parker & Williams Real Estate Services,1017RZ,4,178
1542,1775.0,Amsterdam Beautiful Property Rental,1091SG,3,65
1543,1850.0,Rotsvast Amsterdam,1012VP,2,55
1544,1650.0,HB Housing ,1019DS,3,110
1545,1600.0,Grand Relocation,1053WH,3,60
1546,2300.0,Inxxx Rentals,1015BS,3,80
1547,1750.0,Inxxx Rentals,1016EJ,2,65
1548,2750.0,Out Amsterdam,1078JP,4,129
1549,1950.0,Koops Makelaardij Amstelveen,1081EK,3,92
1550,1350.0,LV Housing,1102SX,2,50
1551,1700.0,AmsterHomes,1013EM,3,60
1552,7680.0,Koops Makelaardij Amsterdam,1017ZS,5,200
1553,1700.0,Match&Rent,1091KD,3,65
1554,1750.0,Match&Rent,1018WT,3,65
1555,1650.0,Park Real Estate,1058SR,2,50
1556,1250.0,Inter Immo Amsterdam,1025VN,2,65
1557,1495.0,Waterland Home Rentals,1024AT,3,90
1558,2250.0,Renthouse Vastgoed,1083JC,3,102
1559,1750.0,Ludenhoff Groep Utrecht,1073VB,3,53
1560,1975.0,Domvast,1083JM,2,90
1561,3250.0,Cosmo Housing,1071DA,3,110
1562,2500.0,Clairesrealestate,1016XL,3,67
1563,1995.0,Postma Makelaars,1013GG,2,70
1564,1550.0,ViaDaan,1055GA,3,58
1565,1600.0,Jansen Smit Makelaars Taxateurs,1107CT,4,75
1566,1850.0,Amsterdam Wonen,1012NE,3,95
1567,1850.0,The Rental Agency Amsterdam,1075SX,3,57
1568,1250.0,Hevesta Bemiddeling,1055MR,1,35
1569,2750.0,Out Amsterdam,1078JP,4,129
1570,1550.0,City Homes,1052XE,3,56
1571,1750.0,Executive Home Rentals  Amsterdam,1096HR,3,110
1572,5600.0,Makelaarskantoor Carla van den Brink,1071CH,3,120
1573,2250.0,Makelaarskantoor Carla van den Brink,1013LR,2,114
1574,1850.0,BrinkBorgh Makelaardij,1079NP,5,95
1575,1500.0,Amsterdam Housing,1066GJ,3,95
1576,1650.0,JLG Real Estate,1015AA,2,70
1577,1600.0,Interhouse verhuurmakelaars Amsterdam,1017JB,2,45
1578,1450.0,Interhouse verhuurmakelaars Amsterdam,1025ZW,3,80
1579,2500.0,Haagen & Partners,1072AD,3,65
1580,1525.0,Grand Relocation,1062HV,3,70
1581,1900.0,Grand Relocation,1011JV,3,70
1582,1525.0,Grand Relocation,1062HV,3,70
1583,1800.0,Great Expatation,1017NG,3,55
1584,1600.0,AmsterHomes,1053WJ,3,60
1585,1550.0,Expat Apartment Service,1059XE,2,55
1586,3250.0,First Class Housing,1058DV,4,150
1587,1550.0,ME Makelaars BV,1011NA,3,45
1588,1700.0,Compass Housing Amsterdam,1071VD,2,55
1589,1950.0,AmsterHomes,1078XG,3,61
1590,1599.0,Bright Apartments & Housing Services,1015ML,2,50
1591,1750.0,Grand Apartments Amsterdam,1017EW,2,65
1592,1950.0,MA Residences,1015HJ,3,85
1593,2350.0,HousingNOW,1017AG,3,105
1594,1850.0,Eefje Voogd Makelaardij,1076DT,3,94
1595,1875.0,AHA (Another Home Abroad),1083DC,3,95
1596,1500.0,AHA (Another Home Abroad),1017DM,2,45
1597,1450.0,Makelaarskantoor Carla van den Brink,1079KN,2,42
1598,1950.0,Amsterdam Housing,1079WJ,4,115
1599,1800.0,JLG Real Estate,1017RW,3,70
1600,2750.0,Out Amsterdam,1078JP,4,129
1601,1350.0,Hevesta Bemiddeling,1055MR,1,37
1602,1850.0,Parker & Williams Real Estate Services,1091TH,3,60
1603,2695.0,Tijdelijk Twee Woningen,1019VE,4,114
1604,1650.0,HB Housing ,1073GJ,2,55
1605,3950.0,Expat Rentals,1071ER,4,120
1606,1450.0,Interhouse verhuurmakelaars Amsterdam,1058DK,2,65
1607,1800.0,Haagen & Partners,1058NB,3,60
1608,1525.0,Grand Relocation,1057WJ,3,50
1609,1700.0,Grand Relocation,1059AW,3,60
1610,1500.0,LV Housing,1095CL,3,55
1611,1600.0,Listings,1015VT,3,60
1612,1600.0,ViaDaan,1072NG,2,55
1613,1500.0,Recourt Makelaars,1017NP,2,40
1614,2000.0,Inter Immo Amsterdam,1087LE,4,95
1615,1500.0,Nuverhuren.nl,1071TV,2,50
1616,1550.0,Koops Makelaardij Amsterdam,1059TL,2,60
1617,1295.0,ViaDaan,1068SH,2,61
1618,1470.0,TVN Real Estate,1018HL,2,58
1619,1650.0,ME Makelaars BV,1057VA,3,53
1620,2550.0,Agency 2030,1082LJ,5,85
1621,1995.0,Hoen Vastgoedbeheer ,1064DB,5,120
1622,3500.0,Listings,1083HM,4,150
1623,2500.0,The Rental Agency Amsterdam,1018VV,4,114
1624,1400.0,Forte Makelaars,1016KX,2,40
1625,2150.0,Eefje Voogd Makelaardij,1072LB,3,58
1626,5500.0,Dutch Housing Centre BV,1071ZV,6,212
1627,4950.0,Dutch Housing Centre BV,1071ME,5,145
1628,4000.0,Dutch Housing Centre BV,1071BZ,4,140
1629,4500.0,Dutch Housing Centre BV,1071DV,5,200
1630,1500.0,HB Housing ,1018WC,3,55
1631,2950.0,FRIS Vastgoed Management,1017BR,3,120
1632,2750.0,Out Amsterdam,1078JP,4,129
1633,1250.0,Hevesta Bemiddeling,1055MR,1,35
1634,2000.0,Hakkenbroek Housing Company,1074BT,2,85
1635,1750.0,Compass Housing Amsterdam,1016RK,2,55
1636,1500.0,A Plus Apartments,1058GB,3,85
1637,2450.0,Your Home Makelaardij,1012NK,2,80
1638,1600.0,Your Home Makelaardij,1012NM,2,50
1639,1250.0,Compass Housing Amsterdam,1053DZ,2,35
1640,1950.0,Renthouse Vastgoed,1082LT,3,90
1641,1629.0,marianrudolphus.nl,1054LG,2,74
1642,2250.0,Listings,1016PA,3,85
1643,1550.0,Compass Housing Amsterdam,1091CZ,2,51
1644,2300.0,Rotsvast Amsterdam,1072EM,3,80
1645,1750.0,Alcoco.nl,1015GZ,2,50
1646,871.0,The Rental Shop,1062KT,1,50
1647,2750.0,Inxxx Rentals,1015NS,4,125
1648,3450.0,Van Maarschalkerwaart Makelaars,1017JW,3,124
1649,3500.0,Hoen Makelaars B.V.,1011LM,2,111
1650,2500.0,Amsterdam Housing,1015DE,3,160
1651,1150.0,JLG Real Estate,1055AA,2,28
1652,1900.0,JLG Real Estate,1054BR,2,82
1653,1700.0,SCB Vastgoed,1019HC,2,80
1654,2500.0,Peter Bruin Makelaardij,1013EA,3,125
1655,1990.0,Sweers & Boys,1082KN,4,131
1656,3150.0,Vastgoed Unie Makelaardij ,1016SR,4,137
1657,1800.0,Valerius Rentals,1058SK,3,60
1658,1975.0,Amsterdam Housing,1011JN,3,70
1659,3500.0,Amsterdam Housing,1017KG,3,125
1660,1450.0,HB Housing ,1079BZ,2,55
1661,1700.0,Interhouse verhuurmakelaars Amsterdam,1052CH,2,65
1662,1985.0,Expat Rentals,1065LW,5,108
1663,1450.0,Hakkenbroek Housing Company,1062CG,2,53
1664,2750.0,Out Amsterdam,1078JP,4,129
1665,1350.0,Hevesta Bemiddeling,1055MR,1,37
1666,2500.0,Haagen & Partners,1071XA,3,95
1667,2000.0,Haagen & Partners,1075CC,3,90
1668,2850.0,Haagen & Partners,1077NP,5,125
1669,2150.0,Housing Experts,1012PS,3,100
1670,2500.0,First Class Housing,1082JV,4,127
1671,1850.0,Koops Makelaardij Amsterdam,1076LW,3,70
1672,1125.0,Expats. Amsterdam Rentals ,1013LL,1,46
1673,1600.0,Incity Real Estate,1012TV,2,80
1674,2850.0,Prinsen Residence International,1014ZP,2,100
1675,1550.0,Home of Orange,1013PR,3,74
1676,3500.0,Peter Bruin Makelaardij,1075AT,3,130
1677,1755.0,Visch & Van Zeggelaar Amsterdam,1078AD,3,64
1678,1350.0,Amstel Vastgoed,1102TD,2,45
1679,1795.0,Mar. J. Heule,1072GV,3,60
1680,1999.0,Mar. J. Heule,1018CP,3,80
1681,1650.0,Jimble,1073SK,2,53
1682,1950.0,Van Maarschalkerwaart Makelaars,1056GW,3,80
1683,1450.0,Kuijs Reinder Kakes Amsterdam,1073CL,2,62
1684,1850.0,City Homes,1068MS,4,111
1685,1950.0,Huisportaal.nl,1018XH,2,50
1686,1500.0,Smit & Heinen Makelaars en Taxateurs,1012VR,2,37
1687,1650.0,Amsterdamse Maatschappij,1091RW,3,73
1688,1600.0,Amstel Property Agency,1082TG,3,67
1689,3500.0,De Groot & Compagnons,1016DK,3,260
1690,5000.0,Dutch Housing Centre BV,1077XM,5,171
1691,1100.0,HB Housing ,1102TS,2,48
1692,2500.0,Amsterdam Beautiful Property Rental,1016GW,4,120
1693,1950.0,Amsterdam Beautiful Property Rental,1016DV,3,90
1694,1390.0,HouseHunting Amsterdam,1069HB,3,83
1695,1500.0,Van Roijen Makelaardij o.g. B.V.,1012VH,2,45
1696,1250.0,Hevesta Bemiddeling,1055MR,1,35
1697,1350.0,Hevesta Bemiddeling,1055MR,1,37
1698,1550.0,Michiel Stolker Real Estate,1011JW,2,60
1699,1750.0,Compass Housing Amsterdam,1016HG,2,70
1700,2800.0,Rotsvast Amsterdam,1071CA,3,110
1701,2500.0,Inter Immo Amsterdam,1082MT,3,126
1702,1650.0,Oei Housing Amsterdam - Expat Apartments,1012DV,2,77
1703,2500.0,Spot Relocations,1075BZ,3,105
1704,1735.0,Amsterdam Wonen,1016TL,3,55
1705,1850.0,Alcoco.nl,1015GZ,2,55
1706,2750.0,Rappange Makelaardij,1012RE,4,80
1707,2000.0,Rappange Makelaardij,1054LX,4,75
1708,1550.0,Leliegracht Apartments,1016GT,2,75
1709,2450.0,Urban Homies,1012VH,2,90
1710,2000.0,KNAP Makelaardij ,1083HM,3,126
1711,1850.0,Jimble,1012EM,2,75
1712,1650.0,The Rental Agency Amsterdam,1012JV,2,65
1713,1600.0,City Homes,1015CL,2,75
1714,1699.0,Jaap In Huren,1072CJ,2,60
1715,1850.0,Eefje Voogd Makelaardij,1076DK,3,74
1716,3250.0,Heeren Makelaars B.V.,1077TH,3,125
1717,1895.0,Tweelwonen.nl Leiden,1083CL,4,111
1718,1500.0,HB Housing ,1079TM,2,55
1719,6500.0,Broersma Makelaardij,1077EC,7,242
1720,1650.0,Amstelland Makelaars,1011VL,2,55
1721,1700.0,Amsterdam Housing,1016BC,2,45
1722,1550.0,Haagen & Partners,1093HP,2,65
1723,1900.0,Stoit Groep,1073XN,3,73
1724,1750.0,Muiderpoort Vastgoedbeheer VOF,1059XT,3,57
1725,1950.0,Reallo,1019TB,3,103
1726,1799.0,Compass Housing Amsterdam,1018CP,3,65
1727,1850.0,Compass Housing Amsterdam,1015GZ,2,50
1728,1250.0,Hevesta Bemiddeling,1055MR,1,35
1729,2750.0,Out Amsterdam,1078JP,4,129
1730,1500.0,Huisman Makelaardij B.V.,1054AR,2,60
1731,,Short Stay Group B.V.,1018NC,1,35
1732,1750.0,Compass Housing Amsterdam,1015GZ,2,50
1733,1500.0,Find your room,1051EG,3,75
1734,,Short Stay Group B.V.,1013LC,3,83
1735,,Short Stay Group B.V.,1019AT,3,93
1736,,Short Stay Group B.V.,1071CN,3,65
1737,1300.0,Inter Immo Amsterdam,1025WS,2,61
1738,1500.0,City Housing Amsterdam,1055DC,3,62
1739,2000.0,Peter Bruin Makelaardij,1015GL,3,110
1740,1750.0,Peter Bruin Makelaardij,1012JV,2,105
1741,1950.0,Mar. J. Heule,1013LM,3,80
1742,1500.0,The Rental Agency Amsterdam,1024LW,3,84
1743,650.0,The Rental Shop,1035JZ,1,20
1744,2100.0,Van Huis Uit Makelaars,1077SX,2,120
1745,1775.0,Van Huis Uit Makelaars,1054JJ,3,70
1746,1850.0,123Wonen Amsterdam,1098PH,3,115
1747,2100.0,De Graaf & Groot Makelaars,1015AC,3,112
1748,1650.0,Interhouse verhuurmakelaars Amsterdam,1083EM,3,85
1749,550.0,SPiL makelaars,1069NC,1,15
1750,2300.0,Hakkenbroek Housing Company,1077HP,3,90
1751,1525.0,Grand Relocation,1051KC,3,50
1752,3600.0,Expats. Amsterdam Rentals ,1015AR,5,85
1753,1650.0,Expats. Amsterdam Rentals ,1015AR,2,35
1754,1650.0,Expats. Amsterdam Rentals ,1015AR,3,50
1755,,Short Stay Group B.V.,1013BD,2,45
1756,,Short Stay Group B.V.,1013BD,2,70
1757,,Short Stay Group B.V.,1015KX,3,100
1758,,Short Stay Group B.V.,1015KX,2,70
1759,1495.0,Inter Immo Amsterdam,1056SW,2,54
1760,1250.0,Hevesta Bemiddeling,1055MR,1,35
1761,2750.0,Out Amsterdam,1078JP,4,129
1762,1350.0,Inter Immo Amsterdam,1073XR,2,33
1763,1995.0,People On The Move Expat Rentals,1082MZ,3,80
1764,,Short Stay Group B.V.,1016PN,2,65
1765,,Short Stay Group B.V.,1016PN,3,110
1766,1500.0,ADDRESS AMSTERDAM,1015JW,2,50
1767,1950.0,Housing Experts,1011HB,5,120
1768,1550.0,ViaDaan,1055AA,2,35
1769,1850.0,ViaDaan,1055AA,2,55
1770,,Short Stay Group B.V.,1013JJ,2,70
1771,2500.0,Alcoco.nl,1060RX,5,150
1772,2300.0,Peter Bruin Makelaardij,1012RM,3,105
1773,2350.0,Rappange Makelaardij,1052CL,2,90
1774,1495.0,Wooove B.V.,1079MZ,2,75
1775,1350.0,Wooove B.V.,1079PE,2,55
1776,1335.0,Wooove B.V.,1079MZ,2,55
1777,1555.0,Wooove B.V.,1062KS,3,80
1778,1415.0,Wooove B.V.,1062KS,2,64
1779,2800.0,Boomsma & Bruinsma Makelaars,1075HA,3,80
1780,1400.0,HB Housing ,1034CM,3,82
1781,2499.0,PC22 Makelaars-taxateurs o.z.,1077AK,3,125
1782,1550.0,BrinkBorgh Makelaardij,1075TB,3,50
1783,1650.0,BrinkBorgh Makelaardij,1013KC,4,77
1784,2750.0,Amsterdamse Maatschappij,1058BC,4,148
1785,1600.0,+31 Vastgoed,1094XP,2,60
1786,2350.0,DSTRCT Amsterdam,1016JA,3,91
1787,2950.0,Parker & Williams Real Estate Services,1092AJ,4,165
1788,1505.0,Grand Relocation,1068ZZ,4,108
1789,2500.0,Rotonda Real Estate,1072BH,4,76
1790,1850.0,Expat Apartment Service,1015AC,2,80
1791,1950.0,Compass Housing Amsterdam,1091AG,3,95
1792,1350.0,Hevesta Bemiddeling,1055MR,1,37
1793,1250.0,Hevesta Bemiddeling,1055MR,1,35
1794,1250.0,A Plus Apartments,1086ZL,2,58
1795,1850.0,Koops Makelaardij Amsterdam,1060RN,2,98
1796,2000.0,Keizerskroon makelaars,1015AW,2,68
1797,1800.0,Renthouse Vastgoed,1102ST,3,102
1798,1399.0,AA real estate solutions,1013PM,2,55
1799,,Short Stay Group B.V.,1093VD,3,65
1800,2600.0,TVN Real Estate,1071AC,2,75
1801,2050.0,Mac Housing,1073AA,3,80
1802,6000.0,Keizerskroon makelaars,1015AG,3,150
1803,2985.0,IdealEstate Rental Consultancy,1054CH,3,139
1804,1750.0,The Rental Agency Amsterdam,1053LH,2,65
1805,1785.0,Hendriks Housing,1057AP,4,95
1806,2450.0,Rappange Makelaardij,1077VM,5,160
1807,1450.0,Alcoco.nl,1054KT,2,30
1808,2250.0,Engel en Volkers Amsterdam ,1077PA,2,76
1809,2750.0,Eefje Voogd Makelaardij,1082MZ,3,78
1810,1800.0,Von Poll Real Estate - Centrum,1019HD,3,114
1811,1575.0,Your Home Makelaardij,1071RH,2,72
1812,3250.0,Eefje Voogd Makelaardij,1082MR,3,130
1813,1650.0,Valerius Rentals,1051VN,2,50
1814,1750.0,Interhouse verhuurmakelaars Amsterdam,1082SN,3,70
1815,1950.0,Interhouse verhuurmakelaars Amsterdam,1012WN,2,75
1816,1850.0,Broersma Makelaardij,1012RK,2,55
1817,1400.0,JLG Real Estate,1108HC,3,72
1818,1500.0,Amsterdam Housing,1078XN,2,70
1819,1695.0,Dutch Housing Centre BV,1072JT,3,50
1820,2450.0,HouseHunting Amsterdam,1017KX,3,70
1821,2100.0,HouseHunting Amsterdam,1017TR,3,80
1822,1750.0,King Housing,1054KR,2,55
1823,2000.0,Roos Vastgoedmanagement,1078HH,3,90
1824,1250.0,Hevesta Bemiddeling,1055MR,1,35
1825,1350.0,Hevesta Bemiddeling,1055MR,1,37
1826,1450.0,Listings,1013MX,2,50
1827,2500.0,Rotsvast Amsterdam,1012VN,3,85
1828,1800.0,Koops Makelaardij Amsterdam,1011EK,2,84
1829,1295.0,My Amsterdam Apartments,1051VN,2,40
1830,1500.0,Leliegracht Apartments,1016GT,2,45
1831,1650.0,Inter Immo Amsterdam,1106ZJ,5,100
1832,1950.0,Rotsvast Amsterdam,1072XC,2,75
1833,1450.0,Rotsvast Amsterdam,1072XC,2,34
1834,1999.0,G&D&Y Housing,1012XK,3,84
1835,1600.0,Prinsen Residence International,1081JW,2,100
1836,1750.0,Prinsen Residence International,1015CA,2,65
1837,1500.0,Inter Immo Amsterdam,1055DD,2,49
1838,5950.0,Rappange Makelaardij,1077VK,7,240
1839,2000.0,Sweers & Boys,1082KG,3,106
1840,1950.0,Wooove B.V.,1033WW,4,88
1841,1520.0,Wooove B.V.,1033WW,3,67
1842,1136.0,Wooove B.V.,1033WW,2,50
1843,2000.0,Ramon Mossel Makelaardij,1058GB,3,85
1844,1500.0,PRO makelaars,1068WZ,3,82
1845,5500.0,AHA (Another Home Abroad),1075GL,6,225
1846,2000.0,Smit & Heinen Makelaars en Taxateurs,1077TP,3,109
1847,1500.0,Koops Makelaardij Amsterdam,1075TH,2,60
1848,1850.0,Peter Bruin Makelaardij,1017ES,2,95
1849,1495.0,Interhouse verhuurmakelaars Amsterdam,1017XN,2,65
1850,3000.0,DSTRCT Amsterdam,1075PL,3,120
1851,4500.0,Amsterdam Housing,1016EL,6,179
1852,1650.0,Haagen & Partners,1075CH,2,72
1853,1345.0,Grand Relocation,1072XB,2,40
1854,4850.0,Renthouse Vastgoed,1077MP,4,190
1855,1995.0,Housing 4 You,1083CZ,4,123
1856,2750.0,Out Amsterdam,1078JP,4,129
1857,1250.0,Hevesta Bemiddeling,1055MR,1,35
1858,1950.0,Out Amsterdam,1095EP,3,87
1859,4000.0,AmsterHomes,1077HP,6,250
1860,1575.0,Koops Makelaardij Amsterdam,1059CZ,2,64
1861,2100.0,Listings,1017TR,3,80
1862,1500.0,TVN Real Estate,1011KW,3,55
1863,1150.0,Alcoco.nl,1011GZ,2,40
1864,1550.0,Hoen Vastgoedbeheer ,1012JE,2,50
1865,2850.0,RKZ Makelaars,1019TT,4,166
1866,1850.0,The Rental Agency Amsterdam,1075XS,3,75
1867,1850.0,The Rental Agency Amsterdam,1054LX,3,66
1868,1500.0,Van Huis Uit Makelaars,1056PA,3,58
1869,1750.0,Executive Home Rentals  Amsterdam,1019TE,3,90
1870,1695.0,Aham Vastgoed,1078VZ,3,75
1871,2250.0,Eefje Voogd Makelaardij,1012KV,3,104
1872,2500.0,Valerius Rentals,1075RA,2,89
1873,1625.0,Keij & Stefels Makelaars en Taxateurs,1078LE,3,65
1874,1200.0,Keij & Stefels Makelaars en Taxateurs,1061DC,2,40
1875,1395.0,Koops Makelaardij Amsterdam,1068CV,2,58
1876,1600.0,The Perfect House,1012DA,2,70
1877,2500.0,ViaDaan,1072XW,3,83
1878,2350.0,Asunaro Holland Interplan,1071JH,3,60
1879,2000.0,Short Stay Group B.V.,1093VD,2,30
1880,,Short Stay Group B.V.,1078PJ,3,50
1881,2100.0,My Amsterdam Apartments,1077AC,4,135
1882,2200.0,Short Stay Group B.V.,1078PJ,2,20
1883,2250.0,Huisman Makelaardij B.V.,1055EK,4,146
1884,1400.0,Renthouse Vastgoed,1108GA,3,70
1885,2500.0,Hoen Vastgoedbeheer ,1016BS,3,150
1886,2950.0,RB International Real Estate,1078JB,4,88
1887,1675.0,Wooove B.V.,1062KS,4,99
1888,1250.0,Hevesta Bemiddeling,1055MR,1,35
1889,2750.0,Out Amsterdam,1078JP,4,129
1890,1515.0,Wooove B.V.,1062KS,3,90
1891,1745.0,Wooove B.V.,1062KS,4,99
1892,1715.0,Wooove B.V.,1062KS,4,99
1893,1899.0,Wooove B.V.,1062KT,4,139
1894,1895.0,Van Huis Uit Makelaars,1083CM,3,111
1895,1450.0,PRO makelaars,1025HD,3,70
1896,1700.0,Domica Amsterdam,1082TB,3,70
1897,1875.0,RNC Wonen,1015BT,2,60
1898,2850.0,Broersma Makelaardij,1016HP,3,90
1899,1500.0,Amsterdam Housing,1011EJ,2,50
1900,1800.0,Amsterdam Housing,1075CP,2,70
1901,2650.0,Engel en Volkers Amsterdam ,1071LJ,3,72
1902,1500.0,JLG Real Estate,1017BA,2,35
1903,1975.0,Haagen & Partners,1072LA,3,100
1904,1450.0,Haagen & Partners,1071TS,2,60
1905,1550.0,Grand Relocation,1058TM,3,63
1906,1400.0,Renthouse Vastgoed,1108GB,3,70
1907,1300.0,Renthouse Vastgoed,1108EX,2,65
1908,1500.0,Michiel Stolker Real Estate,1015MP,2,60
1909,1995.0,Listings,1011AJ,2,85
1910,1700.0,Keizerskroon makelaars,1015DZ,2,65
1911,2450.0,Grand Apartments Amsterdam,1012VH,2,80
1912,1995.0,Koops Makelaardij Amsterdam,1016AN,3,104
1913,1500.0,City Housing Amsterdam,1016XL,2,48
1914,1525.0,City Housing Amsterdam,1058AM,3,55
1915,1375.0,City Housing Amsterdam,1012TZ,2,40
1916,1750.0,City Housing Amsterdam,1012TZ,2,55
1917,1495.0,City Housing Amsterdam,1017AW,2,60
1918,2650.0,Compass Housing Amsterdam,1054WK,4,100
1919,1750.0,Oei Housing Amsterdam - Expat Apartments,1071AC,2,75
1920,2750.0,Out Amsterdam,1078JP,4,129
1921,1250.0,Hevesta Bemiddeling,1055MR,1,35
1922,1500.0,Grand Apartments Amsterdam,1081JR,2,65
1923,3400.0,Short Stay Group B.V.,1074ET,1,28
1924,,Short Stay Group B.V.,1074ET,2,35
1925,610.0,Humij B.V.,1078TT,1,12
1926,,Short Stay Group B.V.,1073RP,3,65
1927,1699.0,Property Pool,1051VL,3,78
1928,,Short Stay Group B.V.,1073SR,2,45
1929,3750.0,AmsterHomes,1071LR,5,155
1930,,Short Stay Group B.V.,1073SR,3,45
1931,2100.0,Homecrew,1054AP,3,107
1932,1475.0,NOORESTATE,1081JW,3,55
1933,1650.0,Property Pool,1056KN,2,55
1934,2400.0,Amsterdam Wonen,1082MK,3,110
1935,1550.0,Hoen Vastgoedbeheer ,1012PV,2,28
1936,1600.0,Nanninga & Burger Makelaardij,1034WT,4,89
1937,1650.0,Van Huis Uit Makelaars,1053KK,2,72
1938,1995.0,Interhouse verhuurmakelaars Amsterdam,1012DV,3,100
1939,1650.0,Valerius Rentals,1013DV,3,47
1940,1695.0,Ter Haar Makelaars B.V.,1016HL,2,70
1941,1500.0,Amsterdam Housing,1060RG,3,97
1942,1800.0,Dutch Housing Centre BV,1016KP,2,60
1943,1950.0,Dutch Housing Centre BV,1016KP,3,79
1944,1750.0,Parker & Williams Real Estate Services,1013KB,3,80
1945,2250.0,LV Housing,1095MA,4,135
1946,1800.0,G&D&Y Housing,1072EZ,3,75
1947,1550.0,Mac Housing,1072HT,3,65
1948,1500.0,Agency 2030,1012NG,2,38
1949,3000.0,House of Rentals,1071LJ,5,125
1950,1000.0,Match&Rent,1016CS,2,30
1951,1800.0,Match&Rent,1016CS,3,80
1952,2750.0,Out Amsterdam,1078JP,4,129
1953,1250.0,Hevesta Bemiddeling,1055MR,1,35
1954,1250.0,Match&Rent,1016CS,2,55
1955,2450.0,Listings,1017KX,3,70
1956,2200.0,Peter Bruin Makelaardij,1016CX,3,72
1957,2650.0,Brummel & Beuk Makelaars ,1016RJ,3,100
1958,1950.0,Brummel & Beuk Makelaars ,1071ZV,2,70
1959,1650.0,Jimble,1082SM,4,71
1960,3900.0,Jimble,1071KV,4,170
1961,2350.0,Huisportaal.nl,1054XG,3,86
1962,1750.0,Valerius Rentals,1057DG,2,56
1963,1750.0,HB Housing ,1098XB,3,84
1964,1950.0,Interhouse verhuurmakelaars Amsterdam,1031BS,5,140
1965,2000.0,Interhouse verhuurmakelaars Amsterdam,1052VG,2,105
1966,2123.0,FRIS Vastgoed Management,1076DT,3,125
1967,1975.0,Amsterdamse Maatschappij,1079GM,5,86
1968,2150.0,JLG Real Estate,1054EB,3,86
1969,2950.0,Park Real Estate,1076JC,4,130
1970,2500.0,Local Living,1086VA,4,128
1971,3000.0,NL en Wonen,1017RS,3,130
1972,1450.0,CS Housing,1083TP,4,70
1973,3250.0,AmsterHomes,1077CN,5,200
1974,2375.0,Rotsvast Amsterdam,1012VN,3,83
1975,2250.0,Amstel Housing Amsterdam,1077TR,2,100
1976,2000.0,Amsterdam Real Estate,1069SC,4,115
1977,1250.0,M4Makelaar B.V,1069TR,3,75
1978,1499.0,M4Makelaar B.V,1017PW,2,56
